Time,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9
1.625,0.523599,-0.999276,0.567579,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.6375,0.523599,-0.999899,0.212742,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.65,0.523599,-0.999953,-0.145122,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.6625,0.523599,-0.999437,-0.500921,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.675,0.523599,-0.998352,-0.849592,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.6875,0.523599,-0.996697,-1.18617,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.7,0.523599,-0.994475,-1.50587,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.7125,0.523599,-0.991685,-1.80414,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.725,0.523599,-0.988331,-2.07673,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.7375,0.523599,-0.984413,-2.31977,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.75,0.523599,-0.979934,-2.52979,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.7625,0.523599,-0.974897,-2.70381,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.775,0.523599,-0.969304,-2.83935,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.7875,0.523599,-0.963159,-2.93449,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.8,0.523599,-0.956465,-2.98786,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.8125,0.523599,-0.949225,-2.99871,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.825,0.523599,-0.941445,-2.96688,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.8375,0.523599,-0.933128,-2.89283,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.85,0.523599,-0.92428,-2.77761,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.8625,0.523599,-0.914904,-2.62286,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.875,0.523599,-0.905008,-2.43079,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.8875,0.523599,-0.894595,-2.20412,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.9,0.523599,-0.883673,-1.94608,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.9125,0.523599,-0.872247,-1.66035,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.925,0.523599,-0.860324,-1.35099,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.9375,0.523599,-0.84791,-1.0224,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.95,0.523599,-0.835014,-0.679258,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.9625,0.523599,-0.821641,-0.326452,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.975,0.523599,-0.8078,0.031,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
1.9875,0.523599,-0.793499,0.388011,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2,0.523599,-0.778746,0.739499,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.0125,0.523599,-0.763549,1.08046,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.025,0.523599,-0.747917,1.40605,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.0375,0.523599,-0.731858,1.71163,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.05,0.523599,-0.715382,1.99285,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.0625,0.523599,-0.698499,2.2457,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.075,0.523599,-0.681217,2.4666,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.0875,0.523599,-0.663548,2.6524,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
2.1,0.523599,-0.6455,2.80044,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704,-0.00132704
